id,balls_per_over,team,team_1,gender,season,date,event,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire,umpire_2,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,winner_wickets,Column1
1284493,6,Maldives,Bahrain,male,2021/22,27-10-21,ICC Men's T20 World Cup Asia A Qualifier,6,"West End Park International Cricket Stadium, Doha",Doha,Bahrain,field,,Akbar Ali,Shivani Mishra,BB Pradhan,,M Nayyar,Bahrain,,7,2.2.0
1284495,6,Maldives,Kuwait,male,2021/22,28-10-21,ICC Men's T20 World Cup Asia A Qualifier,8,"West End Park International Cricket Stadium, Doha",Doha,Kuwait,field,ED Silva,BB Pradhan,Shivani Mishra,Akbar Ali,,M Nayyar,Kuwait,,5,2.2.0
1284496,6,Bahrain,Saudi Arabia,male,2021/22,28-10-21,ICC Men's T20 World Cup Asia A Qualifier,9,"West End Park International Cricket Stadium, Doha",Doha,Saudi Arabia,field,Sarfaraz Ali,BB Pradhan,Shivani Mishra,Akbar Ali,,M Nayyar,Bahrain,18,,2.2.0
1284497,6,Kuwait,Qatar,male,2021/22,29-10-21,ICC Men's T20 World Cup Asia A Qualifier,10,"West End Park International Cricket Stadium, Doha",Doha,Kuwait,bat,Musawar Shah,Akbar Ali,BB Pradhan,Shivani Mishra,,M Nayyar,Qatar,,2,2.2.0
1286667,6,Belize,United States of America,male,2021/22,07-11-21,ICC Men's T20 World Cup Americas Region Qualifier,1,"Coolidge Cricket Ground, Antigua",Coolidge,United States of America,field,Steven Ryan Taylor,AR Maddela,LS Reifer,Vijaya Mallela,,Denavon Hayles,United States of America,,10,2.2.0
1286670,6,Canada,Belize,male,2021/22,08-11-21,ICC Men's T20 World Cup Americas Region Qualifier,4,"Coolidge Cricket Ground, Antigua",Coolidge,Canada,bat,NS Dhaliwal,H Grewal,Vijaya Mallela,JM Williams,,Denavon Hayles,Canada,145,,2.2.0
1286671,6,Bahamas,Argentina,male,2021/22,08-11-21,ICC Men's T20 World Cup Americas Region Qualifier,5,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Bahamas,bat,M Taylor,AR Maddela,Emmerson Carrington,LS Reifer,,Denavon Hayles,Bahamas,12,,2.2.0
1286672,6,Belize,Panama,male,2021/22,08-11-21,ICC Men's T20 World Cup Americas Region Qualifier,6,"Coolidge Cricket Ground, Antigua",Coolidge,Belize,bat,BS Stephenson,H Grewal,JM Williams,Vijaya Mallela,,Denavon Hayles,Belize,12,,2.2.0
1286673,6,United States of America,Bermuda,male,2021/22,08-11-21,ICC Men's T20 World Cup Americas Region Qualifier,7,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,United States of America,bat,Aaron Jones,AR Maddela,LS Reifer,Emmerson Carrington,,Denavon Hayles,United States of America,23,,2.2.0
1286674,6,Canada,United States of America,male,2021/22,10-11-21,ICC Men's T20 World Cup Americas Region Qualifier,10,"Coolidge Cricket Ground, Antigua",Coolidge,Canada,bat,K Gore,H Grewal,LS Reifer,Emmerson Carrington,,Denavon Hayles,,,,2.2.0
1286675,6,Argentina,Belize,male,2021/22,10-11-21,ICC Men's T20 World Cup Americas Region Qualifier,9,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Argentina,bat,A Ferguson,AR Maddela,Vijaya Mallela,JM Williams,,Denavon Hayles,Argentina,59,,2.2.0
1286677,6,Bermuda,Bahamas,male,2021/22,10-11-21,ICC Men's T20 World Cup Americas Region Qualifier,8,"Coolidge Cricket Ground, Antigua",Coolidge,Bahamas,field,T Manders,Emmerson Carrington,LS Reifer,,,Denavon Hayles,Bermuda,140,,2.2.0
1286679,6,Bahamas,Belize,male,2021/22,11-11-21,ICC Men's T20 World Cup Americas Region Qualifier,13,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Bahamas,bat,M Taylor,H Grewal,Vijaya Mallela,Emmerson Carrington,,Denavon Hayles,Bahamas,11,,2.2.0
1286681,6,Argentina,United States of America,male,2021/22,11-11-21,ICC Men's T20 World Cup Americas Region Qualifier,15,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Argentina,bat,G Singh,Emmerson Carrington,H Grewal,Vijaya Mallela,,Denavon Hayles,United States of America,,8,2.2.0
1286682,6,Bahamas,United States of America,male,2021/22,13-11-21,ICC Men's T20 World Cup Americas Region Qualifier,16,"Coolidge Cricket Ground, Antigua",Coolidge,Bahamas,bat,NK Patel,AR Maddela,Vijaya Mallela,LS Reifer,,Denavon Hayles,United States of America,,10,2.2.0
1286683,6,Belize,Bermuda,male,2021/22,13-11-21,ICC Men's T20 World Cup Americas Region Qualifier,17,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Belize,bat,AC Douglas,Emmerson Carrington,JM Williams,H Grewal,,Denavon Hayles,Bermuda,,7,2.2.0
1286684,6,Panama,Bahamas,male,2021/22,13-11-21,ICC Men's T20 World Cup Americas Region Qualifier,18,"Coolidge Cricket Ground, Antigua",Coolidge,Bahamas,field,Irfan Hafejee,LS Reifer,Vijaya Mallela,AR Maddela,,Denavon Hayles,Panama,26,,2.2.0
1286685,6,Argentina,Canada,male,2021/22,13-11-21,ICC Men's T20 World Cup Americas Region Qualifier,19,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,Argentina,bat,D Heyliger,Emmerson Carrington,H Grewal,JM Williams,,Denavon Hayles,Canada,,9,2.2.0
1286686,6,Canada,Panama,male,2021/22,14-11-21,ICC Men's T20 World Cup Americas Region Qualifier,20,"Coolidge Cricket Ground, Antigua",Coolidge,Canada,bat,R Pathan,Emmerson Carrington,JM Williams,LS Reifer,,Denavon Hayles,Canada,208,,2.2.0
1287773,6,Pakistan,West Indies,male,2021/22,13-12-21,West Indies tour of Pakistan,1,"National Stadium, Karachi",Karachi,West Indies,field,Haider Ali,Ahsan Raza,Aleem Dar,Rashid Riaz,Asif Yaqoob,Muhammad Javed,Pakistan,63,,2.2.0
1287774,6,Pakistan,West Indies,male,2021/22,14-12-21,West Indies tour of Pakistan,2,"National Stadium, Karachi",Karachi,Pakistan,bat,Shadab Khan,Ahsan Raza,Asif Yaqoob,Faisal Afridi,Rashid Riaz,Muhammad Javed,Pakistan,9,,2.2.0
1287775,6,West Indies,Pakistan,male,2021/22,16-12-21,West Indies tour of Pakistan,3,"National Stadium, Karachi",Karachi,West Indies,bat,Mohammad Rizwan,Aleem Dar,Rashid Riaz,Faisal Afridi,Asif Yaqoob,Muhammad Javed,Pakistan,,7,2.2.0
1288316,6,Pakistan,Australia,male,2021/22,05-04-22,Australia tour of Pakistan,,"Gaddafi Stadium, Lahore",Lahore,Australia,field,AJ Finch,Ahsan Raza,Aleem Dar,Rashid Riaz,Asif Yaqoob,Muhammad Javed,Australia,,3,2.2.0
1289042,6,Nigeria,Tanzania,male,2021/22,17-11-21,ICC Men's T20 World Cup Africa Region Qualifier,1,Gahanga International Cricket Stadium. Rwanda,Kigali City,Nigeria,bat,S Thakor,IO Oyieko,R D'Mello,A Louw,,O Chirombe,Tanzania,,6,2.2.0
1289043,6,Kenya,Uganda,male,2021/22,17-11-21,ICC Men's T20 World Cup Africa Region Qualifier,2,Integrated Polytechnic Regional Centre,Kigali City,Kenya,bat,DM Nakrani,Habib Enesi,S George,Patric Makumbi,,O Chirombe,Kenya,1,,2.2.0
1289044,6,Uganda,Nigeria,male,2021/22,17-11-21,ICC Men's T20 World Cup Africa Region Qualifier,3,Gahanga International Cricket Stadium. Rwanda,Kigali City,Uganda,bat,DM Nakrani,A Louw,IO Oyieko,R D'Mello,,O Chirombe,Uganda,12,,2.2.0
1289045,6,Tanzania,Kenya,male,2021/22,17-11-21,ICC Men's T20 World Cup Africa Region Qualifier,4,Integrated Polytechnic Regional Centre,Kigali City,Tanzania,bat,AA Jasani,Habib Enesi,Patric Makumbi,S George,,O Chirombe,Tanzania,39,,2.2.0
1289046,6,Tanzania,Uganda,male,2021/22,18-11-21,ICC Men's T20 World Cup Africa Region Qualifier,5,Gahanga International Cricket Stadium. Rwanda,Kigali City,Tanzania,bat,RB Patel,Patric Makumbi,R D'Mello,Habib Enesi,,O Chirombe,Uganda,,8,2.2.0
1289047,6,Nigeria,Kenya,male,2021/22,18-11-21,ICC Men's T20 World Cup Africa Region Qualifier,6,Integrated Polytechnic Regional Centre,Kigali City,Nigeria,bat,AA Obanda,A Louw,S George,IO Oyieko,,O Chirombe,Kenya,,8,2.2.0
1289048,6,Tanzania,Kenya,male,2021/22,18-11-21,ICC Men's T20 World Cup Africa Region Qualifier,7,Gahanga International Cricket Stadium. Rwanda,Kigali City,Tanzania,bat,RN Patel,Habib Enesi,Patric Makumbi,R D'Mello,,O Chirombe,Kenya,,7,2.2.0
1289049,6,Nigeria,Uganda,male,2021/22,18-11-21,ICC Men's T20 World Cup Africa Region Qualifier,8,Integrated Polytechnic Regional Centre,Kigali City,Uganda,field,Riazat Ali Shah,A Louw,IO Oyieko,S George,,O Chirombe,Uganda,,8,2.2.0
1289050,6,Tanzania,Uganda,male,2021/22,20-11-21,ICC Men's T20 World Cup Africa Region Qualifier,9,Gahanga International Cricket Stadium. Rwanda,Kigali City,Uganda,field,F Akankwasa,Habib Enesi,R D'Mello,A Louw,,O Chirombe,Uganda,,6,2.2.0
1289051,6,Kenya,Nigeria,male,2021/22,20-11-21,ICC Men's T20 World Cup Africa Region Qualifier,10,Integrated Polytechnic Regional Centre,Kigali City,Nigeria,field,Vraj Patel,Patric Makumbi,S George,IO Oyieko,,O Chirombe,Kenya,60,,2.2.0
1289052,6,Kenya,Uganda,male,2021/22,20-11-21,ICC Men's T20 World Cup Africa Region Qualifier,11,Gahanga International Cricket Stadium. Rwanda,Kigali City,Kenya,bat,Riazat Ali Shah,A Louw,S George,Habib Enesi,,O Chirombe,Uganda,,6,2.2.0
1289053,6,Tanzania,Nigeria,male,2021/22,20-11-21,ICC Men's T20 World Cup Africa Region Qualifier,12,Integrated Polytechnic Regional Centre,Kigali City,Tanzania,bat,JC Darji,IO Oyieko,R D'Mello,Patric Makumbi,,O Chirombe,Tanzania,69,,2.2.0
1291187,6,United States of America,Ireland,male,2021/22,22-12-21,Ireland tour of United States of America and West Indies,1,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,United States of America,bat,G Singh,SN Bandekar,Vijaya Mallela,,Jermaine Lindo,DT Jukes,United States of America,26,,2.2.0
1291188,6,Ireland,United States of America,male,2021/22,23-12-21,Ireland tour of United States of America and West Indies,2,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,United States of America,field,L Tucker,Jermaine Lindo,Vijaya Mallela,,SN Bandekar,DT Jukes,Ireland,9,,2.2.0
1298135,6,Namibia,Sri Lanka,male,2022/23,16-10-22,ICC Men's T20 World Cup,1,"GMHBA Stadium, South Geelong, Victoria",Geelong,Sri Lanka,field,JN Frylinck,JS Wilson,RJ Tucker,M Erasmus,PR Reiffel,AJ Pycroft,Namibia,55,,2.2.0
1298136,6,United Arab Emirates,Netherlands,male,2022/23,16-10-22,ICC Men's T20 World Cup,2,"GMHBA Stadium, South Geelong, Victoria",Geelong,United Arab Emirates,bat,BFW de Leede,PR Reiffel,RA Kettleborough,JS Wilson,RJ Tucker,RS Madugalle,Netherlands,,3,2.2.0
1298137,6,Scotland,West Indies,male,2022/23,17-10-22,ICC Men's T20 World Cup,3,"Bellerive Oval, Hobart",Hobart,West Indies,field,HG Munsey,Aleem Dar,P Wilson,HDPK Dharmasena,CM Brown,BC Broad,Scotland,42,,2.2.0
1298138,6,Zimbabwe,Ireland,male,2022/23,17-10-22,ICC Men's T20 World Cup,4,"Bellerive Oval, Hobart",Hobart,Ireland,field,Sikandar Raza,CM Brown,HDPK Dharmasena,P Wilson,Aleem Dar,BC Broad,Zimbabwe,31,,2.2.0
1298139,6,Namibia,Netherlands,male,2022/23,18-10-22,ICC Men's T20 World Cup,5,"GMHBA Stadium, South Geelong, Victoria",Geelong,Namibia,bat,BFW de Leede,JS Wilson,RA Kettleborough,RJ Tucker,M Erasmus,RS Madugalle,Netherlands,,5,2.2.0
1298140,6,Sri Lanka,United Arab Emirates,male,2022/23,18-10-22,ICC Men's T20 World Cup,6,"GMHBA Stadium, South Geelong, Victoria",Geelong,United Arab Emirates,field,P Nissanka,M Erasmus,RJ Tucker,RA Kettleborough,JS Wilson,AJ Pycroft,Sri Lanka,79,,2.2.0
1298141,6,Scotland,Ireland,male,2022/23,19-10-22,ICC Men's T20 World Cup,7,"Bellerive Oval, Hobart",Hobart,Scotland,bat,C Campher,CM Brown,HDPK Dharmasena,Aleem Dar,P Wilson,BC Broad,Ireland,,6,2.2.0
1298142,6,West Indies,Zimbabwe,male,2022/23,19-10-22,ICC Men's T20 World Cup,8,"Bellerive Oval, Hobart",Hobart,West Indies,bat,AS Joseph,Aleem Dar,P Wilson,CM Brown,HDPK Dharmasena,BC Broad,West Indies,31,,2.2.0
1298143,6,Sri Lanka,Netherlands,male,2022/23,20-10-22,ICC Men's T20 World Cup,9,"GMHBA Stadium, South Geelong, Victoria",Geelong,Sri Lanka,bat,BKG Mendis,JS Wilson,M Erasmus,RK Illingworth,RA Kettleborough,AJ Pycroft,Sri Lanka,16,,2.2.0
1298144,6,United Arab Emirates,Namibia,male,2022/23,20-10-22,ICC Men's T20 World Cup,10,"GMHBA Stadium, South Geelong, Victoria",Geelong,United Arab Emirates,bat,Waseem Muhammad,RK Illingworth,RA Kettleborough,M Erasmus,JS Wilson,RS Madugalle,United Arab Emirates,7,,2.2.0
1298145,6,West Indies,Ireland,male,2022/23,21-10-22,ICC Men's T20 World Cup,11,"Bellerive Oval, Hobart",Hobart,West Indies,bat,GJ Delany,Ahsan Raza,CB Gaffaney,Nitin Menon,MA Gough,DC Boon,Ireland,,9,2.2.0
1298146,6,Scotland,Zimbabwe,male,2022/23,21-10-22,ICC Men's T20 World Cup,12,"Bellerive Oval, Hobart",Hobart,Scotland,bat,Sikandar Raza,MA Gough,Nitin Menon,CB Gaffaney,Ahsan Raza,DC Boon,Zimbabwe,,5,2.2.0
1298147,6,New Zealand,Australia,male,2022/23,22-10-22,ICC Men's T20 World Cup,13,Sydney Cricket Ground,Sydney,Australia,field,DP Conway,AT Holdstock,HDPK Dharmasena,RK Illingworth,L Rusere,BC Broad,New Zealand,89,,2.2.0
1298148,6,Afghanistan,England,male,2022/23,22-10-22,ICC Men's T20 World Cup,14,Perth Stadium,Perth,England,field,SM Curran,Aleem Dar,CM Brown,P Wilson,PR Reiffel,AJ Pycroft,England,,5,2.2.0
1298149,6,Ireland,Sri Lanka,male,2022/23,23-10-22,ICC Men's T20 World Cup,15,"Bellerive Oval, Hobart",Hobart,Ireland,bat,BKG Mendis,Ahsan Raza,CB Gaffaney,MA Gough,Nitin Menon,DC Boon,Sri Lanka,,9,2.2.0
1298150,6,Pakistan,India,male,2022/23,23-10-22,ICC Men's T20 World Cup,16,Melbourne Cricket Ground,Melbourne,India,field,V Kohli,M Erasmus,RJ Tucker,JS Wilson,RA Kettleborough,RS Madugalle,India,,4,2.2.0
1298151,6,Bangladesh,Netherlands,male,2022/23,24-10-22,ICC Men's T20 World Cup,17,"Bellerive Oval, Hobart",Hobart,Netherlands,field,Taskin Ahmed,CB Gaffaney,Nitin Menon,Ahsan Raza,MA Gough,DC Boon,Bangladesh,9,,2.2.0
1298152,6,Zimbabwe,South Africa,male,2022/23,24-10-22,ICC Men's T20 World Cup,18,"Bellerive Oval, Hobart",Hobart,Zimbabwe,bat,,Ahsan Raza,MA Gough,Nitin Menon,CB Gaffaney,DC Boon,,,,2.2.0
1298153,6,Sri Lanka,Australia,male,2022/23,25-10-22,ICC Men's T20 World Cup,19,Perth Stadium,Perth,Australia,field,MP Stoinis,M Erasmus,RK Illingworth,Aleem Dar,RA Kettleborough,AJ Pycroft,Australia,,7,2.2.0
1298154,6,Ireland,England,male,2022/23,26-10-22,ICC Men's T20 World Cup,20,Melbourne Cricket Ground,Melbourne,England,field,A Balbirnie,AT Holdstock,PR Reiffel,P Wilson,HDPK Dharmasena,RS Madugalle,Ireland,5,,2.2.0
1298156,6,South Africa,Bangladesh,male,2022/23,27-10-22,ICC Men's T20 World Cup,22,Sydney Cricket Ground,Sydney,South Africa,bat,RR Rossouw,L Rusere,RJ Tucker,MA Gough,Ahsan Raza,BC Broad,South Africa,104,,2.2.0
1298157,6,India,Netherlands,male,2022/23,27-10-22,ICC Men's T20 World Cup,23,Sydney Cricket Ground,Sydney,India,bat,SA Yadav,Ahsan Raza,MA Gough,L Rusere,RJ Tucker,BC Broad,India,56,,2.2.0
1298158,6,Zimbabwe,Pakistan,male,2022/23,27-10-22,ICC Men's T20 World Cup,24,Perth Stadium,Perth,Zimbabwe,bat,Sikandar Raza,CB Gaffaney,RA Kettleborough,RK Illingworth,M Erasmus,AJ Pycroft,Zimbabwe,1,,2.2.0
1298161,6,New Zealand,Sri Lanka,male,2022/23,29-10-22,ICC Men's T20 World Cup,27,Sydney Cricket Ground,Sydney,New Zealand,bat,GD Phillips,MA Gough,P Wilson,RJ Tucker,Ahsan Raza,AJ Pycroft,New Zealand,65,,2.2.0
1298162,6,Bangladesh,Zimbabwe,male,2022/23,30-10-22,ICC Men's T20 World Cup,28,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Bangladesh,bat,Taskin Ahmed,M Erasmus,Nitin Menon,HDPK Dharmasena,CB Gaffaney,BC Broad,Bangladesh,3,,2.2.0
1298163,6,Netherlands,Pakistan,male,2022/23,30-10-22,ICC Men's T20 World Cup,29,Perth Stadium,Perth,Netherlands,bat,Shadab Khan,PR Reiffel,RK Illingworth,RA Kettleborough,L Rusere,DC Boon,Pakistan,,6,2.2.0
1298164,6,India,South Africa,male,2022/23,30-10-22,ICC Men's T20 World Cup,30,Perth Stadium,Perth,India,bat,L Ngidi,L Rusere,RA Kettleborough,PR Reiffel,RK Illingworth,DC Boon,South Africa,,5,2.2.0
1298165,6,Australia,Ireland,male,2022/23,31-10-22,ICC Men's T20 World Cup,31,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Ireland,field,AJ Finch,CB Gaffaney,Nitin Menon,Ahsan Raza,HDPK Dharmasena,BC Broad,Australia,42,,2.2.0
1298166,6,Afghanistan,Sri Lanka,male,2022/23,01-11-22,ICC Men's T20 World Cup,32,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,Afghanistan,bat,PWH de Silva,Ahsan Raza,RJ Tucker,L Rusere,Nitin Menon,AJ Pycroft,Sri Lanka,,6,2.2.0
1298167,6,England,New Zealand,male,2022/23,01-11-22,ICC Men's T20 World Cup,33,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane,England,bat,JC Buttler,L Rusere,Nitin Menon,Ahsan Raza,RJ Tucker,AJ Pycroft,England,20,,2.2.0
1298168,6,Zimbabwe,Netherlands,male,2022/23,02-11-22,ICC Men's T20 World Cup,34,Adelaide Oval,Adelaide,Zimbabwe,bat,MP O'Dowd,AT Holdstock,RK Illingworth,M Erasmus,CM Brown,DC Boon,Netherlands,,5,2.2.0
1298169,6,India,Bangladesh,male,2022/23,02-11-22,ICC Men's T20 World Cup,35,Adelaide Oval,Adelaide,Bangladesh,field,V Kohli,CM Brown,M Erasmus,AT Holdstock,RK Illingworth,DC Boon,India,5,,2.2.0
1298170,6,Pakistan,South Africa,male,2022/23,03-11-22,ICC Men's T20 World Cup,36,Sydney Cricket Ground,Sydney,Pakistan,bat,Shadab Khan,CB Gaffaney,PR Reiffel,Nitin Menon,P Wilson,AJ Pycroft,Pakistan,33,,2.2.0
1298171,6,New Zealand,Ireland,male,2022/23,04-11-22,ICC Men's T20 World Cup,37,Adelaide Oval,Adelaide,Ireland,field,KS Williamson,HDPK Dharmasena,RK Illingworth,AT Holdstock,Aleem Dar,RS Madugalle,New Zealand,35,,2.2.0
1298172,6,Australia,Afghanistan,male,2022/23,04-11-22,ICC Men's T20 World Cup,38,Adelaide Oval,Adelaide,Afghanistan,field,GJ Maxwell,Aleem Dar,L Rusere,HDPK Dharmasena,AT Holdstock,RS Madugalle,Australia,4,,2.2.0
1298173,6,Sri Lanka,England,male,2022/23,05-11-22,ICC Men's T20 World Cup,39,Sydney Cricket Ground,Sydney,Sri Lanka,bat,AU Rashid,PR Reiffel,P Wilson,CB Gaffaney,Nitin Menon,AJ Pycroft,England,,4,2.2.0
1298174,6,Netherlands,South Africa,male,2022/23,06-11-22,ICC Men's T20 World Cup,40,Adelaide Oval,Adelaide,South Africa,field,CN Ackermann,L Rusere,MA Gough,JS Wilson,RK Illingworth,BC Broad,Netherlands,13,,2.2.0
1298175,6,Bangladesh,Pakistan,male,2022/23,06-11-22,ICC Men's T20 World Cup,41,Adelaide Oval,Adelaide,Bangladesh,bat,Shaheen Shah Afridi,AT Holdstock,JS Wilson,MA Gough,L Rusere,BC Broad,Pakistan,,5,2.2.0
1298176,6,India,Zimbabwe,male,2022/23,06-11-22,ICC Men's T20 World Cup,42,Melbourne Cricket Ground,Melbourne,India,bat,SA Yadav,RA Kettleborough,RJ Tucker,CM Brown,Aleem Dar,DC Boon,India,71,,2.2.0
1298177,6,New Zealand,Pakistan,male,2022/23,09-11-22,ICC Men's T20 World Cup,,Sydney Cricket Ground,Sydney,New Zealand,bat,Mohammad Rizwan,M Erasmus,RK Illingworth,MA Gough,RA Kettleborough,BC Broad,Pakistan,,7,2.2.0
1298178,6,India,England,male,2022/23,10-11-22,ICC Men's T20 World Cup,,Adelaide Oval,Adelaide,England,field,AD Hales,HDPK Dharmasena,PR Reiffel,RJ Tucker,CB Gaffaney,DC Boon,England,,10,2.2.0
1298179,6,Pakistan,England,male,2022/23,13-11-22,ICC Men's T20 World Cup,,Melbourne Cricket Ground,Melbourne,England,field,SM Curran,HDPK Dharmasena,M Erasmus,PR Reiffel,CB Gaffaney,RS Madugalle,England,,5,2.2.0
1299566,6,Nepal,Oman,male,2021/22,18-02-22,ICC Men’s T20 World Cup Qualifier A,1,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,field,Aarif Sheikh,AT Holdstock,Akbar Ali,DN Subedi,,Muhammad Javed,Nepal,39,,2.2.0
1299567,6,Canada,Philippines,male,2021/22,18-02-22,ICC Men’s T20 World Cup Qualifier A,2,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Philippines,field,M Spoors,Rahul Asher,Vinod Babu,Harikrishna Pillai,,Muhammad Javed,Canada,118,,2.2.0
1299568,6,United Arab Emirates,Ireland,male,2021/22,18-02-22,ICC Men’s T20 World Cup Qualifier A,3,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United Arab Emirates,bat,V Aravind,AT Holdstock,DN Subedi,Vinod Babu,,Muhammad Javed,United Arab Emirates,18,,2.2.0
1299569,6,Germany,Bahrain,male,2021/22,18-02-22,ICC Men’s T20 World Cup Qualifier A,4,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Bahrain,field,Junaid Aziz,Akbar Ali,Harikrishna Pillai,Rahul Asher,,Muhammad Javed,Bahrain,,6,2.2.0
1299570,6,Canada,Oman,male,2021/22,19-02-22,ICC Men's T20 World Cup Qualifier A,5,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,field,Zeeshan Maqsood,AT Holdstock,DN Subedi,Akbar Ali,,Muhammad Javed,Oman,,9,2.2.0
1299571,6,Nepal,Philippines,male,2021/22,19-02-22,ICC Men's T20 World Cup Qualifier A,6,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Philippines,field,K Bhurtel,Harikrishna Pillai,Vinod Babu,Rahul Asher,,Muhammad Javed,Nepal,136,,2.2.0
1299572,6,United Arab Emirates,Germany,male,2021/22,19-02-22,ICC Men's T20 World Cup Qualifier A,7,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United Arab Emirates,bat,Chirag Suri,Rahul Asher,Vinod Babu,AT Holdstock,,Muhammad Javed,United Arab Emirates,24,,2.2.0
1299573,6,Ireland,Bahrain,male,2021/22,19-02-22,ICC Men's T20 World Cup Qualifier A,8,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Ireland,bat,GJ Delany,Akbar Ali,DN Subedi,Harikrishna Pillai,,Muhammad Javed,Ireland,21,,2.2.0
1299574,6,Germany,Ireland,male,2021/22,21-02-22,ICC Men's T20 World Cup Qualifier A,9,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Ireland,field,J Little,Akbar Ali,Harikrishna Pillai,AT Holdstock,,Muhammad Javed,Ireland,,7,2.2.0
1299575,6,Bahrain,United Arab Emirates,male,2021/22,21-02-22,ICC Men's T20 World Cup Qualifier A,10,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Bahrain,bat,Sarfaraz Ali,Rahul Asher,Vinod Babu,DN Subedi,,Muhammad Javed,Bahrain,2,,2.2.0
1299576,6,Canada,Nepal,male,2021/22,21-02-22,ICC Men's T20 World Cup Qualifier A,11,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Canada,bat,S Lamichhane,Harikrishna Pillai,Rahul Asher,Akbar Ali,,Muhammad Javed,Nepal,,8,2.2.0
1299577,6,Philippines,Oman,male,2021/22,21-02-22,ICC Men's T20 World Cup Qualifier A,12,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Philippines,bat,Khawar Ali,AT Holdstock,DN Subedi,Vinod Babu,,Muhammad Javed,Oman,,9,2.2.0
1299578,6,Germany,Canada,male,2021/22,22-02-22,ICC Men's T20 World Cup Qualifier A,13,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Canada,field,M Spoors,DN Subedi,Harikrishna Pillai,AT Holdstock,,Muhammad Javed,Canada,,6,2.2.0
1299579,6,Bahrain,Philippines,male,2021/22,22-02-22,ICC Men's T20 World Cup Qualifier A,14,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Bahrain,bat,P Kurup,Akbar Ali,Rahul Asher,Vinod Babu,,Muhammad Javed,Bahrain,91,,2.2.0
1299580,6,United Arab Emirates,Nepal,male,2021/22,22-02-22,ICC Men's T20 World Cup Qualifier A,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United Arab Emirates,bat,Ahmed Raza,Rahul Asher,Vinod Babu,Harikrishna Pillai,,Muhammad Javed,United Arab Emirates,68,,2.2.0
1299581,6,Ireland,Oman,male,2021/22,22-02-22,ICC Men's T20 World Cup Qualifier A,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman,field,AR McBrine,AT Holdstock,Akbar Ali,DN Subedi,,Muhammad Javed,Ireland,56,,2.2.0
1299582,6,Bahrain,Canada,male,2021/22,24-02-22,ICC Men's T20 World Cup Qualifier A,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Bahrain,bat,H Thaker,Akbar Ali,DN Subedi,AT Holdstock,,Muhammad Javed,Canada,,7,2.2.0
1299583,6,Philippines,Germany,male,2021/22,24-02-22,ICC Men's T20 World Cup Qualifier A,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Germany,field,SVE Bharathi,Harikrishna Pillai,Vinod Babu,Rahul Asher,,Muhammad Javed,Germany,,9,2.2.0
1299584,6,Oman,Nepal,male,2021/22,24-02-22,ICC Men's T20 World Cup Qualifier A,,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),Al Amarat,Oman,bat,S Lamichhane,DN Subedi,Harikrishna Pillai,Akbar Ali,,Muhammad Javed,Nepal,,9,2.2.0
