id,balls_per_over,team,team_1,gender,season,date,event,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire,umpire_2,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,winner_wickets,Column1
1001349,6,Australia,Sri Lanka,male,2016/17,17-02-17,Sri Lanka in Australia T20I Series,1,Melbourne Cricket Ground,,Sri Lanka,field,DAS Gunaratne,MD Martell,P Wilson,MW Graham-Smith,SJ Nogajski,JJ Crowe,Sri Lanka,,5,2.1.0
1001351,6,Australia,Sri Lanka,male,2016/17,19-02-17,Sri Lanka in Australia T20I Series,2,"Simonds Stadium, South Geelong",Victoria,Sri Lanka,field,DAS Gunaratne,SD Fry,SJ Nogajski,MW Graham-Smith,P Wilson,JJ Crowe,Sri Lanka,,2,2.1.0
1001353,6,Australia,Sri Lanka,male,2016/17,22-02-17,Sri Lanka in Australia T20I Series,3,Adelaide Oval,,Sri Lanka,field,A Zampa,MD Martell,P Wilson,MW Graham-Smith,SD Fry,JJ Crowe,Australia,41,,2.1.0
1004729,6,Ireland,Hong Kong,male,2016,05-09-16,Hong Kong in Ireland T20I Series,1,"Bready Cricket Club, Magheramason",Londonderry,Hong Kong,bat,,R Black,AJ Neill,AJT Dowdalls,,DT Jukes,Hong Kong,40,,2.1.0
1007655,6,Zimbabwe,India,male,2016,18-06-16,India in Zimbabwe T20I Series,1,Harare Sports Club,,India,field,E Chigumbura,TJ Matibiri,RB Tiffin,S Rwaziyeni,L Rusere,RB Richardson,Zimbabwe,2,,2.1.0
1007657,6,Zimbabwe,India,male,2016,20-06-16,India in Zimbabwe T20I Series,2,Harare Sports Club,,Zimbabwe,bat,BB Sran,L Rusere,RB Tiffin,O Chirombe,TJ Matibiri,RB Richardson,India,,10,2.1.0
1007659,6,Zimbabwe,India,male,2016,22-06-16,India in Zimbabwe T20I Series,3,Harare Sports Club,,Zimbabwe,field,KM Jadhav,TJ Matibiri,RB Tiffin,I Chabi,L Rusere,RB Richardson,India,3,,2.1.0
1019979,6,New Zealand,Bangladesh,male,2016/17,03-01-17,Bangladesh in New Zealand T20I Series,1,McLean Park,Napier,Bangladesh,bat,KS Williamson,SB Haig,WR Knights,AL Gillies,CM Brown,BC Broad,New Zealand,,6,2.1.0
1019981,6,New Zealand,Bangladesh,male,2016/17,06-01-17,Bangladesh in New Zealand T20I Series,2,Bay Oval,Mount Maunganui,Bangladesh,field,C Munro,CM Brown,SB Haig,AL Gillies,WR Knights,BC Broad,New Zealand,47,,2.1.0
1019983,6,New Zealand,Bangladesh,male,2016/17,08-01-17,Bangladesh in New Zealand T20I Series,3,Bay Oval,Mount Maunganui,Bangladesh,field,CJ Anderson,CM Brown,WR Knights,AL Gillies,SB Haig,BC Broad,New Zealand,27,,2.1.0
1020029,6,New Zealand,South Africa,male,2016/17,17-02-17,,,Eden Park,Auckland,New Zealand,field,Imran Tahir,CM Brown,WR Knights,AL Gillies,SB Haig,J Srinath,South Africa,78,,2.1.0
1031431,6,England,South Africa,male,2017,21-06-17,South Africa in England T20I Series,1,The Rose Bowl,Southampton,South Africa,bat,JM Bairstow,RJ Bailey,RT Robinson,PJ Hartley,MA Gough,AJ Pycroft,England,,9,2.1.0
1031433,6,England,South Africa,male,2017,23-06-17,South Africa in England T20I Series,2,County Ground,Taunton,England,field,CH Morris,RJ Bailey,MA Gough,JW Lloyds,RT Robinson,AJ Pycroft,South Africa,3,,2.1.0
1031435,6,England,South Africa,male,2017,25-06-17,South Africa in England T20I Series,3,Sophia Gardens,Cardiff,South Africa,field,DJ Malan,MA Gough,RT Robinson,DJ Millns,RJ Bailey,AJ Pycroft,England,19,,2.1.0
1031665,6,West Indies,England,male,2017,16-09-17,West Indies tour of England,,Riverside Ground,Chester-le-Street,England,field,SP Narine,RT Robinson,MA Gough,AG Wharf,RJ Bailey,J Srinath,West Indies,21,,2.1.0
1034825,6,India,England,male,2016/17,26-01-17,England in India T20I Series,1,Green Park,Kanpur,England,field,MM Ali,AK Chaudhary,Nitin Menon,AY Dandekar,CK Nandan,AJ Pycroft,England,,7,2.1.0
1034827,6,India,England,male,2016/17,29-01-17,England in India T20I Series,2,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,England,field,JJ Bumrah,AK Chaudhary,C Shamshuddin,AY Dandekar,Nitin Menon,AJ Pycroft,India,5,,2.1.0
1034829,6,India,England,male,2016/17,01-02-17,England in India T20I Series,3,M Chinnaswamy Stadium,Bangalore,England,field,YS Chahal,AK Chaudhary,Nitin Menon,CK Nandan,C Shamshuddin,AJ Pycroft,India,75,,2.1.0
1040485,6,Afghanistan,Ireland,male,2016/17,08-03-17,Afghanistan v Ireland T20I Series,1,Greater Noida Sports Complex Ground,Greater Noida,Ireland,bat,Samiullah Shenwari,Ahmed Shah Durrani,Ahmed Shah Pakteen,Bismillah Shinwari,CK Nandan,GF Labrooy,Afghanistan,,6,2.1.0
1040487,6,Afghanistan,Ireland,male,2016/17,10-03-17,Afghanistan v Ireland T20I Series,2,Greater Noida Sports Complex Ground,Greater Noida,Afghanistan,bat,Najeeb Tarakai,Ahmed Shah Durrani,,Bismillah Shinwari,CK Nandan,GF Labrooy,Afghanistan,17,,2.1.0
1040489,6,Afghanistan,Ireland,male,2016/17,12-03-17,Afghanistan v Ireland T20I Series,3,Greater Noida Sports Complex Ground,Greater Noida,Ireland,field,Mohammad Nabi,Ahmed Shah Durrani,Ahmed Shah Pakteen,Bismillah Shinwari,CK Nandan,GF Labrooy,Afghanistan,28,,2.1.0
1041615,6,India,West Indies,male,2016,27-08-16,West Indies v India T20I Series,1,Central Broward Regional Park Stadium Turf Ground,Lauderhill,India,field,E Lewis,N Duguid,JS Wilson,PA Gustard,LS Reifer,RS Madugalle,West Indies,1,,2.1.0
1041617,6,India,West Indies,male,2016,28-08-16,West Indies v India T20I Series,2,Central Broward Regional Park Stadium Turf Ground,Lauderhill,India,field,,LS Reifer,JS Wilson,PA Gustard,N Duguid,RS Madugalle,,,,2.1.0
1050217,6,Pakistan,West Indies,male,2016/17,23-09-16,Pakistan v West Indies T20I Series,1,Dubai International Cricket Stadium,,Pakistan,field,Imad Wasim,Ahsan Raza,Shozab Raza,Khalid Mahmood,Ahmed Shahab,AJ Pycroft,Pakistan,,9,2.1.0
1050219,6,Pakistan,West Indies,male,2016/17,24-09-16,Pakistan v West Indies T20I Series,2,Dubai International Cricket Stadium,,West Indies,field,Sarfraz Ahmed,Ahmed Shahab,Shozab Raza,Khalid Mahmood,Ahsan Raza,AJ Pycroft,Pakistan,16,,2.1.0
1050221,6,Pakistan,West Indies,male,2016/17,27-09-16,Pakistan v West Indies T20I Series,3,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,Imad Wasim,Ahsan Raza,Shozab Raza,Khalid Mahmood,Ahmed Shahab,AJ Pycroft,Pakistan,,8,2.1.0
1072206,6,United Arab Emirates,Afghanistan,male,2016/17,14-12-16,Afghanistan in United Arab Emirates T20I Series,1,ICC Academy,Dubai,Afghanistan,bat,Karim Janat,Ahmed Shah Durrani,Iftikhar Ali,Akbar Ali,,GF Labrooy,Afghanistan,11,,2.1.0
1072207,6,United Arab Emirates,Afghanistan,male,2016/17,16-12-16,Afghanistan in United Arab Emirates T20I Series,2,Dubai International Cricket Stadium,,United Arab Emirates,bat,Najibullah Zadran,Ahmed Shah Durrani,Akbar Ali,Sachin Solanki,,GF Labrooy,Afghanistan,,5,2.1.0
1072208,6,United Arab Emirates,Afghanistan,male,2016/17,18-12-16,Afghanistan in United Arab Emirates T20I Series,3,ICC Academy,Dubai,Afghanistan,bat,Rashid Khan,Akbar Ali,Iftikhar Ali,Ahmed Shah Durrani,,GF Labrooy,Afghanistan,44,,2.1.0
1072316,6,New Zealand,Australia,male,2017/18,03-02-18,Trans-Tasman Twenty20 Trophy,1,Sydney Cricket Ground,,Australia,field,B Stanlake,CM Brown,SD Fry,SJ Nogajski,GA Abood,J Srinath,Australia,,7,2.1.0
1072317,6,England,Australia,male,2017/18,07-02-18,Trans-Tasman Twenty20 Trophy,2,Bellerive Oval,Hobart,Australia,field,GJ Maxwell,GA Abood,SD Fry,SJ Nogajski,CM Brown,J Srinath,Australia,,5,2.1.0
1072318,6,England,Australia,male,2017/18,10-02-18,Trans-Tasman Twenty20 Trophy,3,Melbourne Cricket Ground,,Australia,field,KW Richardson,CM Brown,SJ Nogajski,GA Abood,SD Fry,J Srinath,Australia,,7,2.1.0
1072319,6,New Zealand,England,male,2017/18,13-02-18,Trans-Tasman Twenty20 Trophy,4,Westpac Stadium,Wellington,England,field,KS Williamson,SB Haig,WR Knights,CM Brown,P Wilson,J Srinath,New Zealand,12,,2.1.0
1072320,6,New Zealand,Australia,male,2017/18,16-02-18,Trans-Tasman Twenty20 Trophy,5,Eden Park,Auckland,New Zealand,bat,DJM Short,P Wilson,SB Haig,CM Brown,WR Knights,J Srinath,Australia,,5,2.1.0
1072321,6,England,New Zealand,male,2017/18,18-02-18,Trans-Tasman Twenty20 Trophy,6,Seddon Park,Hamilton,New Zealand,field,EJG Morgan,CM Brown,P Wilson,WR Knights,SB Haig,J Srinath,England,2,,2.1.0
1072322,6,New Zealand,Australia,male,2017/18,21-02-18,Trans-Tasman Twenty20 Trophy,,Eden Park,Auckland,New Zealand,bat,AC Agar,CM Brown,WR Knights,AL Gillies,SB Haig,J Srinath,Australia,19,,2.1.0
1074957,6,Hong Kong,Scotland,male,2016/17,14-01-17,Desert T20 Challenge,1,Sheikh Zayed Stadium,Abu Dhabi,Scotland,bat,CS MacLeod,Ahmed Shah Pakteen,AJ Neill,Iftikhar Ali,,GF Labrooy,Scotland,24,,2.1.0
1074958,6,Afghanistan,Ireland,male,2016/17,14-01-17,Desert T20 Challenge,2,Sheikh Zayed Stadium,Abu Dhabi,Ireland,bat,Mohammad Nabi,Iftikhar Ali,BB Pradhan,AJT Dowdalls,,DT Jukes,Afghanistan,,5,2.1.0
1074959,6,Netherlands,Oman,male,2016/17,15-01-17,Desert T20 Challenge,3,Sheikh Zayed Stadium,Abu Dhabi,Oman,bat,MJG Rippon,AJT Dowdalls,Tabarak Dar,Ahmed Shah Pakteen,,DT Jukes,Netherlands,,5,2.1.0
1074961,6,Hong Kong,Oman,male,2016/17,16-01-17,Desert T20 Challenge,5,Sheikh Zayed Stadium,Abu Dhabi,Oman,field,Bilal Khan,Iftikhar Ali,AJ Neill,BB Pradhan,,GF Labrooy,Oman,,7,2.1.0
1074962,6,United Arab Emirates,Afghanistan,male,2016/17,16-01-17,Desert T20 Challenge,6,Sheikh Zayed Stadium,Abu Dhabi,Afghanistan,field,Dawlat Zadran,AJT Dowdalls,Tabarak Dar,AJ Neill,,DT Jukes,Afghanistan,,5,2.1.0
1074964,6,Netherlands,Scotland,male,2016/17,17-01-17,Desert T20 Challenge,8,Sheikh Zayed Stadium,Abu Dhabi,Netherlands,field,JH Davey,AJ Neill,Tabarak Dar,Iftikhar Ali,,GF Labrooy,Scotland,7,,2.1.0
1074965,6,United Arab Emirates,Ireland,male,2016/17,18-01-17,Desert T20 Challenge,9,Dubai International Cricket Stadium,,Ireland,bat,WB Rankin,Ahmed Shah Durrani,BB Pradhan,AJT Dowdalls,,GF Labrooy,Ireland,24,,2.1.0
1074966,6,Hong Kong,Netherlands,male,2016/17,18-01-17,Desert T20 Challenge,10,Dubai International Cricket Stadium,,Hong Kong,bat,Anshuman Rath,AJT Dowdalls,AJ Neill,Ahmed Shah Durrani,,DT Jukes,Hong Kong,91,,2.1.0
1074968,6,Oman,Scotland,male,2016/17,19-01-17,Desert T20 Challenge,12,Dubai International Cricket Stadium,,Oman,bat,MH Cross,Ahmed Shah Pakteen,Iftikhar Ali,BB Pradhan,,GF Labrooy,Scotland,,7,2.1.0
1074969,6,Afghanistan,Oman,male,2016/17,20-01-17,Desert T20 Challenge,,Dubai International Cricket Stadium,,Afghanistan,field,Mohammad Shahzad,AJT Dowdalls,AJ Neill,Iftikhar Ali,,GF Labrooy,Afghanistan,,8,2.1.0
1074970,6,Ireland,Scotland,male,2016/17,20-01-17,Desert T20 Challenge,,Dubai International Cricket Stadium,,Scotland,field,GC Wilson,Ahmed Shah Pakteen,BB Pradhan,Tabarak Dar,,DT Jukes,Ireland,98,,2.1.0
1074971,6,Afghanistan,Ireland,male,2016/17,20-01-17,Desert T20 Challenge,,Dubai International Cricket Stadium,,Ireland,bat,Mohammad Nabi,BB Pradhan,Tabarak Dar,,,DT Jukes,Afghanistan,,10,2.1.0
1075507,6,South Africa,Bangladesh,male,2017/18,26-10-17,Bangladesh tour of South Africa,1,Mangaung Oval,Bloemfontein,South Africa,bat,AB de Villiers,AT Holdstock,S George,A Paleker,BP Jele,RS Madugalle,South Africa,20,,2.1.0
1075508,6,South Africa,Bangladesh,male,2017/18,29-10-17,Bangladesh tour of South Africa,2,Senwes Park,Potchefstroom,Bangladesh,field,DA Miller,BP Jele,S George,A Paleker,AT Holdstock,RS Madugalle,South Africa,83,,2.1.0
1077947,6,West Indies,Pakistan,male,2017,26-03-17,Pakistan in West Indies T20I Series,1,"Kensington Oval, Bridgetown",Barbados,Pakistan,field,Shadab Khan,GO Brathwaite,JS Wilson,LS Reifer,N Duguid,JJ Crowe,Pakistan,,6,2.1.0
1077948,6,West Indies,Pakistan,male,2017,30-03-17,Pakistan in West Indies T20I Series,2,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,field,Shadab Khan,N Duguid,JS Wilson,LS Reifer,GO Brathwaite,JJ Crowe,Pakistan,3,,2.1.0
1083449,6,Sri Lanka,Bangladesh,male,2016/17,04-04-17,Bangladesh in Sri Lanka T20I Series,1,R Premadasa Stadium,Colombo,Bangladesh,bat,MDKJ Perera,REJ Martinesz,RR Wimalasiri,ID Gunawardene,RSA Palliyaguruge,AJ Pycroft,Sri Lanka,,6,2.1.0
1083450,6,Sri Lanka,Bangladesh,male,2016/17,06-04-17,Bangladesh in Sri Lanka T20I Series,2,R Premadasa Stadium,Colombo,Bangladesh,bat,Shakib Al Hasan,REJ Martinesz,RSA Palliyaguruge,WN de Silva,RR Wimalasiri,AJ Pycroft,Bangladesh,45,,2.1.0
1085495,6,West Indies,Pakistan,male,2017,01-04-17,Pakistan in West Indies T20I Series,3,"Queen's Park Oval, Port of Spain",Trinidad,Pakistan,bat,E Lewis,GO Brathwaite,LS Reifer,N Duguid,JS Wilson,JJ Crowe,West Indies,,7,2.1.0
1085496,6,West Indies,Pakistan,male,2017,02-04-17,Pakistan in West Indies T20I Series,4,"Queen's Park Oval, Port of Spain",Trinidad,Pakistan,field,Hasan Ali,GO Brathwaite,JS Wilson,N Duguid,LS Reifer,JJ Crowe,Pakistan,,7,2.1.0
1089202,6,United Arab Emirates,Papua New Guinea,male,2017,12-04-17,Papua New Guinea in United Arab Emirates T20I Series,1,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,field,,Akbar Ali,Shozab Raza,IJ Dixon,,SR Bernard,United Arab Emirates,,5,2.1.0
1089203,6,United Arab Emirates,Papua New Guinea,male,2017,14-04-17,Papua New Guinea in United Arab Emirates T20I Series,2,Sheikh Zayed Stadium,Abu Dhabi,Papua New Guinea,field,,Akbar Ali,Shozab Raza,IJ Dixon,,SR Bernard,United Arab Emirates,30,,2.1.0
1089243,6,United Arab Emirates,Papua New Guinea,male,2017,14-04-17,Papua New Guinea in United Arab Emirates T20I Series,3,Sheikh Zayed Stadium,Abu Dhabi,Papua New Guinea,bat,,Akbar Ali,Shozab Raza,IJ Dixon,,SR Bernard,United Arab Emirates,,5,2.1.0
1089776,6,West Indies,Afghanistan,male,2017,02-06-17,Afghanistan in West Indies T20I Series,1,"Warner Park, Basseterre",St Kitts,Afghanistan,bat,SP Narine,GO Brathwaite,N Duguid,LS Reifer,JS Wilson,JJ Crowe,West Indies,,6,2.1.0
1089777,6,West Indies,Afghanistan,male,2017,03-06-17,Afghanistan in West Indies T20I Series,2,"Warner Park, Basseterre",St Kitts,West Indies,bat,KOK Williams,GO Brathwaite,JS Wilson,LS Reifer,N Duguid,JJ Crowe,West Indies,29,,2.1.0
1089778,6,West Indies,Afghanistan,male,2017,05-06-17,Afghanistan in West Indies T20I Series,3,"Warner Park, Basseterre",St Kitts,Afghanistan,bat,MN Samuels,LS Reifer,JS Wilson,GO Brathwaite,N Duguid,JJ Crowe,West Indies,,7,2.1.0
1098211,6,West Indies,India,male,2017,09-07-17,,,"Sabina Park, Kingston",Jamaica,West Indies,field,E Lewis,N Duguid,LS Reifer,PA Gustard,JS Wilson,DC Boon,West Indies,,9,2.1.0
1109610,6,Sri Lanka,India,male,2017,06-09-17,India tour of Sri Lanka,,"R.Premadasa Stadium, Khettarama",Colombo,India,field,V Kohli,REJ Martinesz,RSA Palliyaguruge,ID Gunawardene,RR Wimalasiri,AJ Pycroft,India,,7,2.1.0
1115798,6,New Zealand,West Indies,male,2017/18,29-12-17,West Indies tour of New Zealand,1,Saxton Oval,Nelson,West Indies,field,GD Phillips,CM Brown,WR Knights,AL Gillies,SB Haig,AJ Pycroft,New Zealand,47,,2.1.0
1115799,6,New Zealand,West Indies,male,2017/18,01-01-18,West Indies tour of New Zealand,2,Bay Oval,Mount Maunganui,West Indies,field,,CM Brown,SB Haig,A Mehrotra,WR Knights,AJ Pycroft,,,,2.1.0
1115800,6,New Zealand,West Indies,male,2017/18,03-01-18,West Indies tour of New Zealand,3,Bay Oval,Mount Maunganui,New Zealand,bat,C Munro,SB Haig,WR Knights,A Mehrotra,CM Brown,AJ Pycroft,New Zealand,119,,2.1.0
1115807,6,Pakistan,New Zealand,male,2017/18,22-01-18,Pakistan tour of New Zealand,1,Westpac Stadium,Wellington,New Zealand,field,C Munro,CM Brown,WR Knights,AL Gillies,SB Haig,RB Richardson,New Zealand,,7,2.1.0
1115808,6,Pakistan,New Zealand,male,2017/18,25-01-18,Pakistan tour of New Zealand,2,Eden Park,Auckland,Pakistan,bat,Fakhar Zaman,CM Brown,SB Haig,A Mehrotra,WR Knights,RB Richardson,Pakistan,48,,2.1.0
1115809,6,Pakistan,New Zealand,male,2017/18,28-01-18,Pakistan tour of New Zealand,3,Bay Oval,Mount Maunganui,Pakistan,bat,Shadab Khan,SB Haig,WR Knights,AL Gillies,CM Brown,RB Richardson,Pakistan,18,,2.1.0
1117821,6,Pakistan,ICC World XI,male,2017/18,12-09-17,Independence Cup,1,Gaddafi Stadium,Lahore,ICC World XI,field,Babar Azam,Aleem Dar,Ahsan Raza,Ahmed Shahab,Shozab Raza,RB Richardson,Pakistan,20,,2.1.0
1117822,6,Pakistan,ICC World XI,male,2017/18,13-09-17,Independence Cup,2,Gaddafi Stadium,Lahore,Pakistan,bat,NLTC Perera,Ahmed Shahab,Shozab Raza,Asif Yaqoob,Ahsan Raza,RB Richardson,ICC World XI,,7,2.1.0
1117824,6,Pakistan,ICC World XI,male,2017/18,15-09-17,Independence Cup,3,Gaddafi Stadium,Lahore,ICC World XI,field,Ahmed Shehzad,Shozab Raza,Ahsan Raza,Khalid Mahmood,Ahmed Shahab,RB Richardson,Pakistan,33,,2.1.0
1119501,6,Australia,India,male,2017/18,07-10-17,Australia tour of India,1,JSCA International Stadium Complex,Ranchi,India,field,Kuldeep Yadav,C Shamshuddin,Nitin Menon,CK Nandan,AK Chaudhary,RB Richardson,India,,9,2.1.0
1119502,6,India,Australia,male,2017/18,10-10-17,Australia tour of India,2,Barsapara Cricket Stadium,Guwahati,Australia,field,JP Behrendorff,Nitin Menon,CK Nandan,AK Chaudhary,C Shamshuddin,RB Richardson,Australia,,8,2.1.0
1119542,6,England,Australia,male,2018,27-06-18,Australia tour of England,,Edgbaston,Birmingham,Australia,field,AU Rashid,MA Gough,AG Wharf,RT Robinson,RJ Bailey,RS Madugalle,England,28,,2.1.0
1119543,6,England,India,male,2018,03-07-18,India tour of Ireland and England,1,Old Trafford,Manchester,India,field,Kuldeep Yadav,AG Wharf,RJ Bailey,MA Gough,RT Robinson,DC Boon,India,,8,2.1.0
1119544,6,India,England,male,2018,06-07-18,India tour of Ireland and England,2,Sophia Gardens,Cardiff,England,field,AD Hales,RT Robinson,MA Gough,RJ Bailey,AG Wharf,DC Boon,England,,5,2.1.0
1119545,6,England,India,male,2018,08-07-18,India tour of Ireland and England,3,County Ground,Bristol,India,field,RG Sharma,RT Robinson,RJ Bailey,AG Wharf,MA Gough,DC Boon,India,,7,2.1.0
1120093,6,India,New Zealand,male,2017/18,01-11-17,New Zealand tour of India,1,Arun Jaitley Stadium,Delhi,New Zealand,field,S Dhawan,C Shamshuddin,Nitin Menon,CK Nandan,AK Chaudhary,BC Broad,India,53,,2.1.0
1120094,6,New Zealand,India,male,2017/18,04-11-17,New Zealand tour of India,2,Saurashtra Cricket Association Stadium,Rajkot,New Zealand,bat,C Munro,AK Chaudhary,CK Nandan,Nitin Menon,C Shamshuddin,BC Broad,New Zealand,40,,2.1.0
1120095,6,India,New Zealand,male,2017/18,07-11-17,New Zealand tour of India,3,Greenfield International Stadium,Thiruvananthapuram,New Zealand,field,JJ Bumrah,AK Chaudhary,Nitin Menon,C Shamshuddin,CK Nandan,BC Broad,India,6,,2.1.0
1120291,6,Sri Lanka,Pakistan,male,2017/18,26-10-17,Sri Lanka tour of United Arab Emirates and Pakistan,1,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,Usman Shinwari,Shozab Raza,Ahsan Raza,Asif Yaqoob,Ahmed Shahab,AJ Pycroft,Pakistan,,7,2.1.0
1120292,6,Sri Lanka,Pakistan,male,2017/18,27-10-17,Sri Lanka tour of United Arab Emirates and Pakistan,2,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,field,Shadab Khan,Ahmed Shahab,Shozab Raza,Asif Yaqoob,Ahsan Raza,AJ Pycroft,Pakistan,,2,2.1.0
1120293,6,Pakistan,Sri Lanka,male,2017/18,29-10-17,Sri Lanka tour of United Arab Emirates and Pakistan,3,Gaddafi Stadium,Lahore,Sri Lanka,field,Shoaib Malik,Ahmed Shahab,Ahsan Raza,Rashid Riaz,Shozab Raza,AJ Pycroft,Pakistan,36,,2.1.0
1122285,6,India,South Africa,male,2017/18,18-02-18,India tour of South Africa,1,The Wanderers Stadium,Johannesburg,South Africa,field,B Kumar,AT Holdstock,S George,A Paleker,BP Jele,AJ Pycroft,India,28,,2.1.0
1122286,6,India,South Africa,male,2017/18,21-02-18,India tour of South Africa,2,SuperSport Park,Centurion,South Africa,field,H Klaasen,A Paleker,BP Jele,S George,AT Holdstock,AJ Pycroft,South Africa,,6,2.1.0
1122287,6,India,South Africa,male,2017/18,24-02-18,India tour of South Africa,3,Newlands,Cape Town,South Africa,field,SK Raina,BP Jele,S George,A Paleker,AT Holdstock,AJ Pycroft,India,7,,2.1.0
1122729,6,India,Sri Lanka,male,2017/18,20-12-17,Sri Lanka tour of India,1,Barabati Stadium,Cuttack,Sri Lanka,field,YS Chahal,Nitin Menon,CK Nandan,AY Dandekar,AK Chaudhary,JJ Crowe,India,93,,2.1.0
1122730,6,India,Sri Lanka,male,2017/18,22-12-17,Sri Lanka tour of India,2,Holkar Cricket Stadium,Indore,Sri Lanka,field,RG Sharma,AK Chaudhary,CK Nandan,AY Dandekar,Nitin Menon,JJ Crowe,India,88,,2.1.0
1122731,6,Sri Lanka,India,male,2017/18,24-12-17,Sri Lanka tour of India,3,Wankhede Stadium,Mumbai,India,field,JD Unadkat,AK Chaudhary,Nitin Menon,AY Dandekar,CK Nandan,JJ Crowe,India,,5,2.1.0
1127300,6,Pakistan,Scotland,male,2018,12-06-18,"Pakistan tour of Ireland, England and Scotland",1,"Grange Cricket Club, Raeburn Place",Edinburgh,Pakistan,bat,Sarfraz Ahmed,AJT Dowdalls,DA Haggo,,IN Ramage,BC Broad,Pakistan,48,,2.1.0
1127301,6,Pakistan,Scotland,male,2018,13-06-18,"Pakistan tour of Ireland, England and Scotland",2,"Grange Cricket Club, Raeburn Place",Edinburgh,Pakistan,bat,Usman Shinwari,AJT Dowdalls,IN Ramage,DA Haggo,,BC Broad,Pakistan,84,,2.1.0
1130746,6,Bangladesh,Sri Lanka,male,2017/18,15-02-18,Sri Lanka tour of Bangladesh,1,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,bat,BKG Mendis,Sharfuddoula,Anisur Rahman,Mahfuzur Rahman,Masudur Rahman,DC Boon,Sri Lanka,,6,2.1.0
1130747,6,Sri Lanka,Bangladesh,male,2017/18,18-02-18,Sri Lanka tour of Bangladesh,2,Sylhet International Cricket Stadium,,Bangladesh,field,BKG Mendis,Sharfuddoula,Masudur Rahman,Gazi Sohel,Anisur Rahman,DC Boon,Sri Lanka,75,,2.1.0
1133817,6,India,Sri Lanka,male,2017/18,06-03-18,Nidahas Trophy,1,"R.Premadasa Stadium, Khettarama",Colombo,Sri Lanka,field,MDKJ Perera,REJ Martinesz,RR Wimalasiri,ID Gunawardene,LE Hannibal,BC Broad,Sri Lanka,,5,2.1.0
1133818,6,Bangladesh,India,male,2017/18,08-03-18,Nidahas Trophy,2,"R.Premadasa Stadium, Khettarama",Colombo,India,field,V Shankar,REJ Martinesz,LE Hannibal,ID Gunawardene,RR Wimalasiri,BC Broad,India,,6,2.1.0
1133819,6,Sri Lanka,Bangladesh,male,2017/18,10-03-18,Nidahas Trophy,3,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,field,Mushfiqur Rahim,REJ Martinesz,RR Wimalasiri,ID Gunawardene,LE Hannibal,BC Broad,Bangladesh,,5,2.1.0
1133820,6,Sri Lanka,India,male,2017/18,12-03-18,Nidahas Trophy,4,"R.Premadasa Stadium, Khettarama",Colombo,India,field,SN Thakur,REJ Martinesz,LE Hannibal,ID Gunawardene,RR Wimalasiri,BC Broad,India,,6,2.1.0
1133821,6,India,Bangladesh,male,2017/18,14-03-18,Nidahas Trophy,5,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,field,RG Sharma,REJ Martinesz,RR Wimalasiri,LE Hannibal,RSA Palliyaguruge,BC Broad,India,17,,2.1.0
1133822,6,Sri Lanka,Bangladesh,male,2017/18,16-03-18,Nidahas Trophy,6,"R.Premadasa Stadium, Khettarama",Colombo,Bangladesh,field,Mahmudullah,RR Wimalasiri,RSA Palliyaguruge,LE Hannibal,REJ Martinesz,BC Broad,Bangladesh,,2,2.1.0
1133823,6,Bangladesh,India,male,2017/18,18-03-18,Nidahas Trophy,,"R.Premadasa Stadium, Khettarama",Colombo,India,field,KD Karthik,RR Wimalasiri,RSA Palliyaguruge,LE Hannibal,REJ Martinesz,BC Broad,India,,4,2.1.0
1134031,6,Zimbabwe,Afghanistan,male,2017/18,05-02-18,Afghanistan tour of United Arab Emirates,1,Sharjah Cricket Stadium,,Afghanistan,field,Mohammad Nabi,Bismillah Shinwari,Ahmed Shah Durrani,Izatullah Safi,Ahmed Shah Pakteen,RB Richardson,Afghanistan,,5,2.1.0
1134032,6,Afghanistan,Zimbabwe,male,2017/18,06-02-18,Afghanistan tour of United Arab Emirates,2,Sharjah Cricket Stadium,,Zimbabwe,field,Mohammad Nabi,Ahmed Shah Durrani,Izatullah Safi,Bismillah Shinwari,Ahmed Shah Pakteen,RB Richardson,Afghanistan,17,,2.1.0
1140069,6,Pakistan,West Indies,male,2018,01-04-18,West Indies tour of Pakistan,1,National Stadium,Karachi,West Indies,field,Hussain Talat,Shozab Raza,Ahsan Raza,Rashid Riaz,Ahmed Shahab,DC Boon,Pakistan,143,,2.1.0
1140070,6,Pakistan,West Indies,male,2018,02-04-18,West Indies tour of Pakistan,2,National Stadium,Karachi,Pakistan,bat,Babar Azam,Ahmed Shahab,Shozab Raza,Khalid Mahmood,Ahsan Raza,DC Boon,Pakistan,82,,2.1.0
